Year,Value,Innovation Name,Indicator Number,Indicator Name,Description,Metric,Data Source,Comments,Spatial Scale,File,Sheet
1996,0.414,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
1997,0.384,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
1999,0.379,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2000,0.367,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2003,0.403,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2004,0.403,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2005,0.383,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2006,0.374,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2007,0.381,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2009,0.395,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2010,0.401,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2011,0.4,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,Transport Analysis Sweden (DL) & Satistics Sweden (population),entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Sweden,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Sweden
2003,0.23742327,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,"Kageson 2014, Sivak & Schoettle 2011",entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Stockholm,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Stockholm
2008,0.217444924,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,"Kageson 2014, Sivak & Schoettle 2011",entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Stockholm,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Stockholm
2013,0.255258126,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,"Kageson 2014, Sivak & Schoettle 2011",entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Stockholm,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Stockholm
2018,0.261818797,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,"Kageson 2014, Sivak & Schoettle 2011",entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Stockholm,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Stockholm
2023,0.327710966,drivers licence (not having),1.1,Adoption over Time,share of teenagers with drivers licenses,market share,"Kageson 2014, Sivak & Schoettle 2011",entity with lowest rates of drivers licences in Sweden (18-19 yrs age in Stockholm) in comparative context,Stockholm,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/drivers licence AG+NB 25Nov.xlsx,1. Stockholm
2017,0.0119,downsizing,1.1,Adoption over time,share of people living in a small dwelling with high wellbeing,market share,SHEDS (https://sweet-cross.ch/sheds/),floor area per capita <30 AND life satisfaction >7/10,Switzerland,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/downsizing VFR 25Nov.xlsx,1.Data collection_Switzerland
2018,0.0129,downsizing,1.1,Adoption over time,share of people living in a small dwelling with high wellbeing,market share,SHEDS (https://sweet-cross.ch/sheds/),floor area per capita <30 AND life satisfaction >7/10,Switzerland,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/downsizing VFR 25Nov.xlsx,1.Data collection_Switzerland
2019,0.0164,downsizing,1.1,Adoption over time,share of people living in a small dwelling with high wellbeing,market share,SHEDS (https://sweet-cross.ch/sheds/),floor area per capita <30 AND life satisfaction >7/10,Switzerland,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/downsizing VFR 25Nov.xlsx,1.Data collection_Switzerland
2020,0.0193,downsizing,1.1,Adoption over time,share of people living in a small dwelling with high wellbeing,market share,SHEDS (https://sweet-cross.ch/sheds/),floor area per capita <30 AND life satisfaction >7/10,Switzerland,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/downsizing VFR 25Nov.xlsx,1.Data collection_Switzerland
2021,0.022,downsizing,1.1,Adoption over time,share of people living in a small dwelling with high wellbeing,market share,SHEDS (https://sweet-cross.ch/sheds/),floor area per capita <30 AND life satisfaction >7/10,Switzerland,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/downsizing VFR 25Nov.xlsx,1.Data collection_Switzerland
1975,2.52E-06,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://doi.org/10.2148/benv.38.3.395,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_GER
1985,1.02E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://doi.org/10.2148/benv.38.3.395,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_GER
1995,4.32E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://doi.org/10.2148/benv.38.3.395,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_GER
2005,7.53E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://doi.org/10.2148/benv.38.3.395,,Germany,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_GER
1971,1.33E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1975,2.29E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1980,0.000100135,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1984,0.000212057,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1990,0.000341372,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1995,0.000360571,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
2000,0.000376803,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
2010,0.000425209,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
2015,0.000423844,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,Denmark,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_DEN
1986,2.20E-07,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1988,4.14E-07,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1990,5.51E-07,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1992,1.36E-06,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1994,3.23E-06,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1996,5.92E-06,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1998,8.56E-06,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
2000,1.03E-05,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.sciencedirect.com/science/article/pii/S0016328707001103#bib11,,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_US
1904,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1915,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1925,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1935,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1945,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1955,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1965,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1975,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1985,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
1995,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
2005,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
2015,,co-housing,1.1,Adoption over time,share of population living in co-housing projects,market share,https://www.vd.ch/fileadmin/user_upload/themes/vie_privee/logement/fichiers_pdf/Les_coop%C3%A9ratives_de_logements_dans_le_canton_de_Vaud_BD.pdf,,Canton de Vaud (Switzerland),/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/co-housing VFR 28Oct.xlsx,1.Data collection_Swiss_VAUD
2013,0.0211,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2014,0.0226,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2015,0.0243,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2016,0.0262,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2017,0.0283,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2018,0.0306,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2019,0.0333,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2020,0.0362,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2021,0.0394,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2022,0.043,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2023,0.047,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2024,0.0514,sustainable fashion,1.1,Adoption over Time,sustainable apparel as a share of apparel,market share,https://www.statista.com/forecasts/1307848/worldwide-sales-of-sustainable-clothing-items,Market share of sustainable apparel within the global apparel market,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/sustainable fashion HI 19Nov.xlsx,1. Global
2010,0.799951689,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2014,0.449414645,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2015,0.662732637,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2016,0.609386558,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2017,0.625311851,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2018,0.717266776,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2019,0.715711295,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2020,0.6761276,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2021,0.660481642,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2022,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2023,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,US,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,US
2010,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2011,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2012,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2013,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2014,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2015,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2019,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2022,,reducing food waste,1.1,Adoption over time,share of food that is wasted,market share,various for different years (see Priority Indicators for info),,Global,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/food waste reduction JZ 15Nov.xlsx,Global
2007,0.034,e-commerce,1.1,Adoption over time,Internet sales as a share of total retail sales,market share,Retail Sales Index Time Series (ONS),,UK,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/e-commerce CW 6Oct.xlsx,UK
2008,0.049,e-commerce,1.1,Adoption over time,Internet sales as a share of total retail sales,market share,Retail Sales Index Time Series (ONS),,UK,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/e-commerce CW 6Oct.xlsx,UK
2009,0.062,e-commerce,1.1,Adoption over time,Internet sales as a share of total retail sales,market share,Retail Sales Index Time Series (ONS),,UK,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/e-commerce CW 6Oct.xlsx,UK
2010,0.073,e-commerce,1.1,Adoption over time,Internet sales as a share of total retail sales,market share,Retail Sales Index Time Series (ONS),,UK,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/e-commerce CW 6Oct.xlsx,UK
2011,0.083,e-commerce,1.1,Adoption over time,Internet sales as a share of total retail sales,market share,Retail Sales Index Time Series (ONS),,UK,/Users/dani/Energy Emissions/Priorities Attempt/Cleaned_3_11/e-commerce CW 6Oct.xlsx,UK
